period,posts_n,top_topic,top1_share,entropy,hhi,vol_tv,vol_js,turn_top1
2023/6/1,69,35,0.21739130434782608,2.296669190120577,0.1270741440873766,,,
2023/7/1,106,12,0.1509433962264151,2.4819181699648,0.10056959772160912,0.5851791085589281,0.3157749129836261,1
2023/8/1,114,10,0.15789473684210525,2.557702433762735,0.09972299168975068,0.32985766302548825,0.1055914018463274,1
2023/9/1,101,15,0.2079207920792079,2.625448869830597,0.09851975296539556,0.2992009727288518,0.1090502591497855,1
2023/10/1,68,15,0.22058823529411764,2.1893082053157378,0.14143598615916955,0.2600465928945836,0.08713022444700015,0
2023/11/1,31,37,0.3225806451612903,1.969793308419583,0.18002081165452655,0.7329222011385199,0.3855162489127374,1
2023/12/1,40,3,0.15,2.7638038755571577,0.07500000000000001,0.5854838709677419,0.27496075301920536,1
2024/1/1,20,3,0.25,2.1774844871094987,0.14000000000000004,0.42500000000000004,0.20847064656748743,0
2024/3/1,18,3,0.2222222222222222,1.8789674931888127,0.16049382716049382,0.6277777777777778,0.3715856444330198,0
2024/4/1,20,3,0.25,1.9830691631689572,0.165,0.5777777777777777,0.34846057625290866,0
2024/5/1,21,4,0.5238095238095238,1.6315374440669277,0.31065759637188206,0.711904761904762,0.39927822472938224,1
2024/6/1,10,4,0.6,1.2275294114572126,0.4,0.3333333333333333,0.16572268256598763,0
2024/7/1,15,4,0.5333333333333333,1.5065950881316383,0.3244444444444444,0.4,0.24526043088387275,0
2024/8/1,20,12,0.15,2.3627273075413524,0.10500000000000001,0.7333333333333334,0.45305808037482825,1
2024/9/1,27,4,0.4074074074074074,1.8887831240226347,0.21810699588477367,0.5555555555555556,0.35237758609166264,1
2025/3/1,24,3,0.7083333333333334,0.97610557717795,0.5277777777777779,0.962962962962963,0.6495961284364722,1
2025/5/1,29,3,0.9310344827586207,0.2987580581893401,0.8692033293697978,0.29166666666666663,0.13257227735434987,0
2025/6/1,16,0,0.4375,1.4553330351928317,0.2734375,0.9655172413793103,0.6452143572796735,1
2025/7/1,41,35,0.36585365853658536,1.7149607799564621,0.2504461629982153,0.663109756097561,0.35419117523228555,1
2025/6/1,375,1,0.12,3.072983874913345,0.05678222222222223,,,
2025/7/1,520,1,0.17307692307692307,2.911881251419433,0.0742085798816568,0.15923076923076923,0.02303614625325474,0
2025/1/1,84,3,0.15476190476190477,2.9825863807229434,0.06604308390022676,,,
2025/2/1,123,1,0.13008130081300814,2.9545702553504363,0.06589992729195585,0.37601626016260165,0.15127955368188695,1
2025/3/1,155,1,0.18064516129032257,2.908181109663208,0.07596253902185224,0.3533700498295306,0.13370122998197845,0
2025/4/1,147,1,0.17687074829931973,2.8719187959613492,0.07510759405803137,0.2488479262672811,0.0677643219478187,0
2025/5/1,149,1,0.15436241610738255,2.9308160157597296,0.07103283635872258,0.29836095512030314,0.08848908987351735,0
2025/6/1,148,9,0.14864864864864866,2.9381991163957637,0.0723155588020453,0.31321422093234175,0.09547253185262294,1
2025/7/1,158,1,0.16455696202531644,2.9986928022322887,0.07018106072744752,0.2578686281217927,0.06420756279800206,1
2025/6/1,205,1,0.0975609756097561,3.0450490787555844,0.0579417013682332,,,
2025/7/1,755,1,0.12847682119205298,3.097570325054891,0.059602649006622516,0.2074947504441932,0.049194449057572774,0
2024/10/1,36,27,0.2777777777777778,2.2747382936576894,0.14969135802469136,,,
2024/11/1,125,4,0.312,2.0452416855497226,0.19039999999999999,0.302,0.10740806885861709,1
2024/12/1,88,4,0.375,1.8042721352128845,0.24173553719008264,0.21018181818181816,0.07903742144038844,0
2025/1/1,78,4,0.44871794871794873,1.7389542511420337,0.2590401051939514,0.36363636363636365,0.20266841769858984,0
2025/2/1,54,4,0.5,1.6489947755510155,0.2921810699588477,0.34615384615384615,0.17807039755618623,0
2025/3/1,71,4,0.4084507042253521,2.3266771309729237,0.19301725848046025,0.38106416275430355,0.17230214164038238,0
2025/4/1,102,4,0.4117647058823529,2.1760912776962056,0.2031910803537101,0.1927644297155482,0.08781916735951772,0
2025/5/1,103,4,0.4174757281553398,2.129558215041135,0.21104722405504756,0.22691795164667805,0.08993660602431922,0
2025/6/1,49,4,0.5510204081632653,1.6531491906710314,0.33027905039566846,0.2863086982365761,0.08444271962910263,0
2025/7/1,113,4,0.5398230088495575,1.8881308418254943,0.3119273239877829,0.21040274516886398,0.07714052498198859,0
2025/2/1,23,6,0.34782608695652173,1.846997271264704,0.1947069943289225,,,
2025/3/1,18,39,0.4444444444444444,1.4420930769667712,0.2962962962962963,0.49275362318840576,0.24695502545556003,1
2025/4/1,22,20,0.22727272727272727,2.197370062681308,0.1322314049586777,0.606060606060606,0.3075304857960614,1
2025/5/1,24,6,0.2916666666666667,1.851943505009632,0.18750000000000003,0.4280303030303031,0.16874612517474386,1
